"k","mean_pr_auc","mean_roc_auc","mean_brier"
11,0.199752503839463,0.564782546082949,0.123739537196541
9,0.193245480050996,0.547695852534562,0.12658788865894
7,0.183438715973517,0.545510512672811,0.130631624244295
5,0.179706376752843,0.534077209512837,0.138364685575907
15,0.178384807326715,0.545181348749177,0.123537227701995
3,0.173778066638729,0.530428118828176,0.15419390451778
