"mtry","mean_pr_auc","mean_roc_auc","mean_brier"
27,0.171303918616907,0.530268680052666,0.126225834052091
18,0.167000409044672,0.528891849078341,0.125538342994049
7,0.163829912777446,0.526922008722844,0.122558369008424
