"k","mean_pr_auc","mean_roc_auc","mean_brier"
11,0.214406248486788,0.557693178077683,0.301295012281617
5,0.209109355562585,0.559651703423305,0.288001249452559
3,0.203122601804375,0.564706426925609,0.277765192012091
7,0.200947947474154,0.559064865865701,0.297963416397744
15,0.198370477311214,0.546803509710336,0.30105301539113
9,0.189535279403128,0.549124629690586,0.300777650399453
