"k","mean_pr_auc","mean_roc_auc","mean_brier"
7,0.242995926594585,0.560684455233706,0.125303095096142
5,0.238714256790366,0.568874979427255,0.129702445663841
9,0.237773812041185,0.558488828999342,0.123581320803504
11,0.235331735112658,0.573954904542462,0.121148144697259
3,0.232455100198796,0.57393793202765,0.143986955887025
15,0.227635625324443,0.565576139730086,0.120220623038338
